time,price
2020-04-11,0.7103640836590693
2020-04-12,0.8073358706168238
2020-04-13,0.7121926927582224
2020-04-14,0.6025872357109526
2020-04-15,0.5930047431599906
2020-04-16,0.6361985906968819
2020-04-17,0.6076497107382781
2020-04-18,0.6262953234803817
2020-04-19,0.5586137620334635
2020-04-20,0.4959280721848872
2020-04-21,0.5412969619698884
2020-04-22,0.6399563090903526
2020-04-23,0.5823266946782784
2020-04-24,0.5860645472708402
2020-04-25,0.5944613643788617
2020-04-26,0.587311448999151
2020-04-27,0.5287834857654479
2020-04-28,0.610459620824164
2020-04-29,0.6857316395117851
2020-04-30,0.6314434444978743
2020-05-01,0.6569560190846416
2020-05-02,0.645253772094314
2020-05-03,0.6200984003278913
2020-05-04,0.6121464406924035
2020-05-05,0.5922374552602384
2020-05-06,0.5765030737977874
2020-05-07,0.5656769002174582
2020-05-08,0.5515087076483776
2020-05-09,0.551048480123224
2020-05-10,0.4954642646571437
2020-05-11,0.47674171695436035
2020-05-12,0.49655328521761266
2020-05-13,0.5087474056343112
2020-05-14,0.526617614345369
2020-05-15,0.5172545313005313
2020-05-16,0.5536338639363916
2020-05-17,0.5665904583897055
2020-05-18,0.5980031689579323
2020-05-19,0.5715042901560953
2020-05-20,0.5274764487208029
2020-05-21,0.5561168852297329
2020-05-22,0.586096962094961
2020-05-23,0.5623882726462689
2020-05-24,0.5033488083587903
2020-05-25,0.5511946190512238
2020-05-26,0.5221849053946744
2020-05-27,0.5364662951292923
2020-05-28,0.519210666612491
2020-05-29,0.5217606780277712
2020-05-30,0.5294305449332098
2020-05-31,0.5127296768403905
2020-06-01,0.5190780566387421
2020-06-02,0.5048116498978727
2020-06-03,0.5221533618265022
2020-06-04,0.5178777568285048
2020-06-05,0.5855615263257694
2020-06-06,0.5512489446473829
2020-06-07,0.544703990470128
2020-06-08,0.5912051091258096
2020-06-09,0.5805957423186627
2020-06-10,0.5673607801144086
2020-06-11,0.5082495663154714
2020-06-12,0.5275480624675707
2020-06-13,0.5410229703072056
2020-06-14,0.5217919074764726
2020-06-15,0.5033219785375386
2020-06-16,0.5197715446649597
2020-06-17,0.5172679686855133
2020-06-18,0.5540393835490315
2020-06-19,0.6121306341541745
2020-06-20,0.575799245388376
2020-06-21,0.6022901500256826
2020-06-22,0.6444545600080296
2020-06-23,0.6261371644982877
2020-06-24,0.6550843774417777
2020-06-25,0.6356751508370394
2020-06-26,0.6606568025266112
2020-06-27,0.6360717040166612
2020-06-28,0.7114177627949345
2020-06-29,0.757951163237239
2020-06-30,0.7655825539076033
2020-07-01,0.7400076974767829
2020-07-02,0.6942388824922401
2020-07-03,0.6829115274733343
2020-07-04,0.6939720513003316
2020-07-05,0.6149400906311119
2020-07-06,0.6257722753714082
2020-07-07,0.6678895607053861
2020-07-08,0.7027498183279831
2020-07-09,0.7560407699590322
2020-07-10,0.8084171056271808
2020-07-11,0.8182517737812279
2020-07-12,0.8988846792232812
2020-07-13,1.0362297235777627
2020-07-14,1.0062391169935894
2020-07-15,1.1294919139298791
2020-07-16,0.7659380962249238
2020-07-17,0.8556546752318451
2020-07-18,0.8456919312340607
2020-07-19,0.8041848159819647
2020-07-20,0.7620114994761733
2020-07-21,0.8470062665405145
2020-07-22,0.9027481169985894
2020-07-23,0.9053956009050206
2020-07-24,0.8538979490814589
2020-07-25,1.074312039949526
2020-07-26,1.3430143684974842
2020-07-27,1.5115075717081625
2020-07-28,1.522262502621407
2020-07-29,1.4072924441921197
2020-07-30,1.4204535144941994
2020-07-31,1.305886680380494
2020-08-01,1.296065632208361
2020-08-02,1.4793636516950484
2020-08-03,1.532940380487461
2020-08-04,1.584207535400802
2020-08-05,1.4778450280501616
2020-08-06,1.8579659264361676
2020-08-07,1.7693856834914903
2020-08-08,2.098274545758683
2020-08-09,2.26224510522544
2020-08-10,2.667974714067513
2020-08-11,2.814803942274443
2020-08-12,3.1965338984304372
2020-08-13,3.1786182947321464
2020-08-14,2.8789551285580712
2020-08-15,2.688469629983418
2020-08-16,2.8564989447063573
2020-08-17,2.609402622182371
2020-08-18,2.7865837877656583
2020-08-19,2.447729564512686
2020-08-20,2.702724363985698
2020-08-21,2.4955861112756237
2020-08-22,2.5611588813092743
2020-08-23,2.8160693124305944
2020-08-24,2.836056459731363
2020-08-25,2.7585239864536555
2020-08-26,3.005421581565756
2020-08-27,2.914972345425446
2020-08-28,3.369489494661468
2020-08-29,3.3333117231127627
2020-08-30,3.721264774406085
2020-08-31,4.0059195303280735
2020-09-01,3.6433544896835146
2020-09-02,3.515064101987847
2020-09-03,2.979261788287866
2020-09-04,2.9952637951574093
2020-09-05,2.194556076184472
2020-09-06,2.6075548594507865
2020-09-07,2.477827617033614
2020-09-08,2.098240146142211
2020-09-09,3.0807610874785283
2020-09-10,2.934094008142643
2020-09-11,2.8931881649247266
2020-09-12,2.8129649922566746
2020-09-13,2.72469528467231
2020-09-14,2.7546370204808692
2020-09-15,2.481211548927469
2020-09-16,2.1565687469375394
2020-09-17,2.4404089075610536
2020-09-18,2.6248729399538306
2020-09-19,2.5582499525236857
2020-09-20,2.4233467801269373
2020-09-21,2.365013354700659
2020-09-22,2.4902614917612507
2020-09-23,2.433531909799
2020-09-24,2.683577333496889
2020-09-25,2.7414892176122514
2020-09-26,2.695010465289778
2020-09-27,2.7100082045584735
2020-09-28,2.5320637046499526
2020-09-29,2.509353423278765
2020-09-30,2.4720160416398445
2020-10-01,2.436179417233644
2020-10-02,2.2412488847927143
2020-10-03,2.1740134057795943
2020-10-04,2.1467874798850373
