time,price
2017-10-02,0.022105361677864387
2017-10-03,0.017721608100992114
2017-10-04,0.018657166518743166
2017-10-05,0.018346025836281494
2017-10-06,0.015800818959678886
2017-10-07,0.017847864867414975
2017-10-08,0.0174392777439724
2017-10-09,0.01883620056728285
2017-10-10,0.018228327649208072
2017-10-11,0.018982973047405354
2017-10-12,0.022193000460025755
2017-10-13,0.028456267422577834
2017-10-14,0.02746142710430976
2017-10-15,0.025434737994482377
2017-10-16,0.02454485405000849
2017-10-17,0.023124468914006054
2017-10-18,0.02263074373418605
2017-10-19,0.02281558099356879
2017-10-20,0.025994908455058998
2017-10-21,0.02413324339578181
2017-10-22,0.023590947533213648
2017-10-23,0.021655265586056106
2017-10-24,0.02312697793355015
2017-10-25,0.0232928583042576
2017-10-26,0.023317118948495197
2017-10-27,0.022727257022050064
2017-10-28,0.02228299497294886
2017-10-29,0.02465049468561885
2017-10-30,0.02453678492794058
2017-10-31,0.026124366393223124
2017-11-01,0.01976967378239686
2017-11-02,0.01827577634850831
2017-11-03,0.019495218910069553
2017-11-04,0.018973119811739755
2017-11-05,0.017765819628691296
2017-11-06,0.018846683210591422
2017-11-07,0.01913501191102222
2017-11-08,0.021725179325317808
2017-11-09,0.027522669278856774
2017-11-10,0.023252337028791575
2017-11-11,0.023524907988462667
2017-11-12,0.020563465065449017
2017-11-13,0.022127754838718292
2017-11-14,0.022249639954454916
2017-11-15,0.022444916733192318
2017-11-16,0.023416539701263252
2017-11-17,0.02185406663546598
2017-11-18,0.022359959668081287
2017-11-19,0.023932253737931158
2017-11-20,0.025205607459345233
2017-11-21,0.024131600771994163
2017-11-22,0.02416556621286012
2017-11-23,0.02316136442263807
2017-11-24,0.023790276847461243
2017-11-25,0.02552162659138266
2017-11-26,0.030461977066293666
2017-11-27,0.042500839974250526
2017-11-28,0.10106684910454193
2017-11-29,0.07569844577709163
2017-11-30,0.10075895179919103
2017-12-01,0.11048196432758735
2017-12-02,0.11132222738385511
2017-12-03,0.11117324514588525
2017-12-04,0.11449397047236844
2017-12-05,0.10776669668728077
2017-12-06,0.09982971968751002
2017-12-07,0.08962028845005443
2017-12-08,0.09815113929938557
2017-12-09,0.101673748978787
2017-12-10,0.09372057283178935
2017-12-11,0.10308534729506054
2017-12-12,0.11403713597114992
2017-12-13,0.11345133029274458
2017-12-14,0.20447850774094672
2017-12-15,0.18164312620403167
2017-12-16,0.34433712839187613
2017-12-17,0.436865348461833
2017-12-18,0.43978444649551396
2017-12-19,0.4488619528496817
2017-12-20,0.4093213857018186
2017-12-21,0.40318174435406007
2017-12-22,0.3433836555062714
2017-12-23,0.3491836092047198
2017-12-24,0.3291939678906911
2017-12-25,0.3507396182880557
2017-12-26,0.361390864318199
2017-12-27,0.34807629821300307
2017-12-28,0.34148671217864957
2017-12-29,0.44122959383728905
2017-12-30,0.532880132299298
2017-12-31,0.5996458690537153
2018-01-01,0.6067591033536575
2018-01-02,0.6488574676950144
2018-01-03,0.8989675753718113
2018-01-04,0.9233548869229897
2018-01-05,0.8310267585910432
2018-01-06,0.8539657756106418
2018-01-07,0.8378499685415668
2018-01-08,0.7511087104943334
2018-01-09,0.6831080593506688
2018-01-10,0.6634219826539158
2018-01-11,0.57172328765859
2018-01-12,0.7360242948740139
2018-01-13,0.7250483688691102
2018-01-14,0.6581312618459023
2018-01-15,0.6348039002696495
2018-01-16,0.510589223424885
2018-01-17,0.5165465076389214
2018-01-18,0.5393959189010915
2018-01-19,0.5323224001352214
2018-01-20,0.57897708224782
2018-01-21,0.5002961768805202
2018-01-22,0.4654520193683883
2018-01-23,0.4575201098707948
2018-01-24,0.5021451046964983
2018-01-25,0.5144822704292711
2018-01-26,0.5019582674232445
2018-01-27,0.49668489538036553
2018-01-28,0.5392919782564429
2018-01-29,0.5033957938963068
2018-01-30,0.42868551133449123
2018-01-31,0.4182627290180049
2018-02-01,0.3370948809496323
2018-02-02,0.31343018740750433
2018-02-03,0.35219583331486193
2018-02-04,0.30475896538482034
2018-02-05,0.26475616760500714
2018-02-06,0.29869375807449905
2018-02-07,0.27748553966074796
2018-02-08,0.2908515599579057
2018-02-09,0.32011935709542694
2018-02-10,0.3317845069425607
2018-02-11,0.30185225058575066
2018-02-12,0.31247663540572246
2018-02-13,0.3022540630034498
2018-02-14,0.3183668767228834
2018-02-15,0.3274682092433948
2018-02-16,0.3255219624821864
2018-02-17,0.3384788494732821
2018-02-18,0.3107066321993477
2018-02-19,0.31575416341714846
2018-02-20,0.3071015032296129
2018-02-21,0.29680023403837213
2018-02-22,0.2741346736466909
2018-02-23,0.2808573964962315
2018-02-24,0.2627235088086173
2018-02-25,0.27999756071733833
2018-02-26,0.27477869522384707
2018-02-27,0.27444462875248893
2018-02-28,0.2564241203545937
2018-03-01,0.2480620870029865
2018-03-02,0.23829179159704716
2018-03-03,0.24121620345930586
2018-03-04,0.24420475915257028
2018-03-05,0.2412629662861929
2018-03-06,0.2298485690242477
2018-03-07,0.1992434131158809
2018-03-08,0.18020560953589002
2018-03-09,0.18058268581159423
2018-03-10,0.17055912697911021
2018-03-11,0.18158758668725974
2018-03-12,0.18132760248804117
2018-03-13,0.17996127444030027
2018-03-14,0.16127525315023458
2018-03-15,0.15090931223288565
2018-03-16,0.14558313210559473
2018-03-17,0.12595670075958718
2018-03-18,0.12716205626823227
2018-03-19,0.1602204958636473
2018-03-20,0.16734465157303352
2018-03-21,0.17269259283251973
2018-03-22,0.16512294379784323
2018-03-23,0.153233740322214
2018-03-24,0.15318678435155056
2018-03-25,0.14945353173838996
